@backstage/plugin-search,1.7.6,1.7.5,1.7.5,1.7.4,1.7.4,1.7.4,1.7.3,1.7.3,1.7.3,1.7.2,1.7.1,1.7.0,1.7.0,1.7.0,1.7.0,1.7.0,1.7.0,1.6.1,1.6.1,1.6.1,1.6.1,1.6.1,1.6.0,1.6.0,1.5.3,1.5.3,1.5.3,1.5.3,1.5.3,1.5.2,1.5.2,1.5.2,1.5.2,1.5.2,1.5.1,1.5.1,1.5.1,1.5.0,1.5.0,1.5.0,1.5.0,1.5.0,1.5.0,1.4.31,1.4.31,1.4.31,1.4.31,1.4.30,1.4.30,1.4.30,1.4.30,1.4.30,1.4.29,1.4.29,1.4.29,1.4.29,1.4.29,1.4.29,1.4.28,1.4.28,1.4.28,1.4.27,1.4.27,1.4.27,1.4.26,1.4.26,1.4.25,1.4.25,1.4.24,1.4.24,1.4.23,1.4.23,1.4.22,1.4.22,1.4.21,1.4.21,1.4.21,1.4.20,1.4.20,1.4.20,1.4.20,1.4.19,1.4.19,1.4.19,1.4.18,1.4.18,1.4.18,1.4.18,1.4.18,1.4.18,1.4.18,1.4.17,1.4.17,1.4.17,1.4.16,1.4.16,1.4.15,1.4.15,1.4.15,1.4.15,1.4.15,1.4.14,1.4.14,1.4.14,1.4.13,1.4.12,1.4.12,1.4.12,1.4.12,1.4.11,1.4.11,1.4.11,1.4.11,1.4.11,1.4.11,1.4.11,1.4.11,1.4.10,1.4.10,1.4.10,1.4.10,1.4.10,1.4.10,1.4.9,1.4.9,1.4.9,1.4.8,1.4.7,1.4.7,1.4.6,1.4.6,1.4.6,1.4.6,1.4.6,1.4.5,1.4.5,1.4.5,1.4.5,1.4.4,1.4.4,1.4.3,1.4.3,1.4.2,1.4.2,1.4.2,1.4.1,1.4.1,1.4.1,1.4.1,1.4.1,1.4.1,1.4.1,1.4.0,1.4.0,1.4.0,1.4.0,1.4.0,1.4.0,1.3.6,1.3.6,1.3.6,1.3.5,1.3.4,1.3.4,1.3.3,1.3.2,1.3.1,1.3.0,1.3.0,1.2.0,1.2.0,1.2.0,1.1.1,1.1.1,1.1.0,1.1.0,1.0.7,1.0.7,1.0.6,1.0.5,1.0.4,1.0.4,1.0.4,1.0.4,1.0.3,1.0.3,1.0.3,1.0.2,1.0.1,1.0.1,1.0.0,0.9.0,0.9.0,0.8.1,0.8.1,0.8.1,0.8.0,0.8.0,0.7.4,0.7.4,0.7.4,0.7.4
@backstage/plugin-search-backend,2.1.4,2.1.3,2.1.3,2.1.2,2.1.2,2.1.2,2.1.1,2.1.1,2.1.1,2.1.1,2.1.1,2.1.0,2.1.0,2.1.0,2.1.0,2.1.0,2.1.0,2.0.12,2.0.12,2.0.12,2.0.12,2.0.12,2.0.12,2.0.12,2.0.11,2.0.11,2.0.11,2.0.10,2.0.10,2.0.9,2.0.9,2.0.9,2.0.9,2.0.9,2.0.9,2.0.9,2.0.9,2.0.8,2.0.8,2.0.8,2.0.8,2.0.8,2.0.8,2.0.7,2.0.7,2.0.7,2.0.7,2.0.6,2.0.6,2.0.6,2.0.6,2.0.6,2.0.5,2.0.5,2.0.5,2.0.5,2.0.5,2.0.5,2.0.4,2.0.4,2.0.4,2.0.3,2.0.3,2.0.3,2.0.2,2.0.2,2.0.1,2.0.1,2.0.0,2.0.0,1.8.2,1.8.2,1.8.1,1.8.1,1.8.0,1.8.0,1.8.0,1.7.0,1.7.0,1.7.0,1.7.0,1.7.0,1.7.0,1.7.0,1.6.1,1.6.1,1.6.1,1.6.1,1.6.1,1.6.0,1.6.0,1.5.17,1.5.17,1.5.17,1.5.17,1.5.17,1.5.16,1.5.15,1.5.15,1.5.15,1.5.15,1.5.14,1.5.14,1.5.14,1.5.13,1.5.13,1.5.12,1.5.11,1.5.10,1.5.9,1.5.9,1.5.9,1.5.9,1.5.9,1.5.9,1.5.8,1.5.8,1.5.7,1.5.7,1.5.7,1.5.7,1.5.7,1.5.7,1.5.6,1.5.6,1.5.6,1.5.5,1.5.4,1.5.4,1.5.3,1.5.2,1.5.1,1.5.0,1.5.0,1.4.9,1.4.9,1.4.9,1.4.9,1.4.8,1.4.8,1.4.7,1.4.7,1.4.7,1.4.7,1.4.7,1.4.6,1.4.6,1.4.6,1.4.6,1.4.6,1.4.6,1.4.6,1.4.5,1.4.5,1.4.4,1.4.3,1.4.3,1.4.3,1.4.2,1.4.2,1.4.2,1.4.1,1.4.0,1.4.0,1.3.3,1.3.2,1.3.1,1.3.1,1.3.1,1.3.0,1.3.0,1.3.0,1.2.4,1.2.4,1.2.3,1.2.3,1.2.2,1.2.1,1.2.0,1.2.0,1.1.1,1.1.1,1.1.1,1.1.1,1.1.0,1.1.0,1.1.0,1.0.2,1.0.1,1.0.1,1.0.0,0.5.3,0.5.3,0.5.2,0.5.2,0.5.2,0.5.1,0.5.0,0.4.8,0.4.8,0.4.8,0.4.8
@backstage/plugin-search-backend-module-catalog,0.3.17,0.3.16,0.3.16,0.3.15,0.3.15,0.3.15,0.3.14,0.3.14,0.3.14,0.3.14,0.3.14,0.3.13,0.3.13,0.3.13,0.3.13,0.3.13,0.3.13,0.3.12,0.3.12,0.3.12,0.3.12,0.3.12,0.3.12,0.3.12,0.3.11,0.3.11,0.3.11,0.3.11,0.3.11,0.3.11,0.3.11,0.3.11,0.3.11,0.3.11,0.3.11,0.3.11,0.3.11,0.3.10,0.3.10,0.3.10,0.3.10,0.3.10,0.3.10,0.3.9,0.3.9,0.3.9,0.3.9,0.3.8,0.3.8,0.3.8,0.3.8,0.3.8,0.3.7,0.3.7,0.3.7,0.3.7,0.3.7,0.3.7,0.3.6,0.3.6,0.3.6,0.3.5,0.3.5,0.3.5,0.3.4,0.3.4,0.3.3,0.3.3,0.3.2,0.3.2,0.3.1,0.3.1,0.3.0,0.3.0,0.2.6,0.2.6,0.2.6,0.2.5,0.2.5,0.2.5,0.2.5,0.2.5,0.2.5,0.2.5,0.2.4,0.2.4,0.2.4,0.2.4,0.2.4,0.2.3,0.2.3,0.2.2,0.2.2,0.2.2,0.2.2,0.2.2,0.2.1,0.2.0,0.2.0,0.2.0,0.2.0,0.1.28,0.1.28,0.1.28,0.1.27,0.1.27,0.1.26,0.1.26,0.1.25,0.1.24,0.1.24,0.1.24,0.1.24,0.1.24,0.1.24,0.1.24,0.1.24,0.1.23,0.1.23,0.1.22,0.1.22,0.1.22,0.1.22,0.1.21,0.1.21,0.1.21,0.1.20,0.1.19,0.1.18,0.1.17,0.1.16,0.1.15,0.1.14,0.1.14,0.1.13,0.1.13,0.1.13,0.1.13,0.1.12,0.1.12,0.1.11,0.1.11,0.1.11,0.1.11,0.1.11,0.1.10,0.1.10,0.1.10,0.1.10,0.1.10,0.1.10,0.1.10,0.1.9,0.1.9,0.1.8,0.1.7,0.1.7,0.1.7,0.1.6,0.1.6,0.1.6,0.1.5,0.1.4,0.1.4,0.1.3,0.1.2,0.1.1,0.1.1,0.1.1,0.1.0,0.1.0,0.1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@backstage/plugin-search-backend-module-elasticsearch,1.8.5,1.8.4,1.8.4,1.8.3,1.8.3,1.8.3,1.8.2,1.8.2,1.8.2,1.8.2,1.8.2,1.8.1,1.8.1,1.8.1,1.8.1,1.8.1,1.8.1,1.8.0,1.8.0,1.8.0,1.8.0,1.8.0,1.8.0,1.8.0,1.7.9,1.7.9,1.7.9,1.7.9,1.7.9,1.7.9,1.7.9,1.7.9,1.7.9,1.7.9,1.7.9,1.7.9,1.7.9,1.7.8,1.7.8,1.7.8,1.7.8,1.7.8,1.7.8,1.7.7,1.7.7,1.7.7,1.7.7,1.7.6,1.7.6,1.7.6,1.7.6,1.7.6,1.7.5,1.7.5,1.7.5,1.7.5,1.7.5,1.7.5,1.7.4,1.7.4,1.7.4,1.7.3,1.7.3,1.7.3,1.7.2,1.7.2,1.7.1,1.7.1,1.7.0,1.7.0,1.6.5,1.6.5,1.6.4,1.6.4,1.6.3,1.6.3,1.6.3,1.6.2,1.6.2,1.6.2,1.6.2,1.6.2,1.6.2,1.6.2,1.6.1,1.6.1,1.6.1,1.6.1,1.6.1,1.6.0,1.6.0,1.5.6,1.5.6,1.5.6,1.5.6,1.5.6,1.5.5,1.5.4,1.5.4,1.5.4,1.5.4,1.5.3,1.5.3,1.5.3,1.5.2,1.5.2,1.5.1,1.5.1,1.5.0,1.4.1,1.4.1,1.4.1,1.4.1,1.4.1,1.4.1,1.4.1,1.4.1,1.4.0,1.4.0,1.4.0,1.4.0,1.4.0,1.4.0,1.3.19,1.3.19,1.3.19,1.3.18,1.3.17,1.3.17,1.3.16,1.3.15,1.3.14,1.3.13,1.3.13,1.3.12,1.3.12,1.3.12,1.3.12,1.3.11,1.3.11,1.3.10,1.3.10,1.3.10,1.3.10,1.3.10,1.3.9,1.3.9,1.3.9,1.3.9,1.3.9,1.3.9,1.3.9,1.3.8,1.3.8,1.3.7,1.3.6,1.3.6,1.3.6,1.3.5,1.3.5,1.3.5,1.3.4,1.3.3,1.3.3,1.3.2,1.3.1,1.3.0,1.3.0,1.3.0,1.2.0,1.2.0,1.2.0,1.1.4,1.1.4,1.1.3,1.1.3,1.1.2,1.1.1,1.1.0,1.1.0,1.0.4,1.0.4,1.0.4,1.0.4,1.0.3,1.0.3,1.0.3,1.0.2,1.0.1,1.0.1,1.0.0,0.1.5,0.1.5,0.1.4,0.1.4,0.1.4,0.1.3,0.1.3,0.1.2,0.1.2,0.1.2,0.1.2
@backstage/plugin-search-backend-module-explore,0.3.16,0.3.15,0.3.15,0.3.14,0.3.14,0.3.14,0.3.13,0.3.13,0.3.13,0.3.13,0.3.13,0.3.12,0.3.12,0.3.12,0.3.12,0.3.12,0.3.12,0.3.11,0.3.11,0.3.11,0.3.11,0.3.11,0.3.11,0.3.11,0.3.10,0.3.10,0.3.10,0.3.10,0.3.10,0.3.10,0.3.10,0.3.10,0.3.10,0.3.10,0.3.10,0.3.10,0.3.10,0.3.9,0.3.9,0.3.9,0.3.9,0.3.9,0.3.9,0.3.8,0.3.8,0.3.8,0.3.8,0.3.7,0.3.7,0.3.7,0.3.7,0.3.7,0.3.6,0.3.6,0.3.5,0.3.5,0.3.5,0.3.5,0.3.4,0.3.4,0.3.4,0.3.3,0.3.3,0.3.3,0.3.2,0.3.2,0.3.1,0.3.1,0.3.0,0.3.0,0.2.8,0.2.8,0.2.7,0.2.7,0.2.6,0.2.6,0.2.6,0.2.5,0.2.5,0.2.5,0.2.5,0.2.5,0.2.5,0.2.5,0.2.4,0.2.4,0.2.4,0.2.4,0.2.4,0.2.3,0.2.3,0.2.2,0.2.2,0.2.2,0.2.2,0.2.2,0.2.1,0.2.0,0.2.0,0.2.0,0.2.0,0.1.28,0.1.28,0.1.28,0.1.27,0.1.27,0.1.26,0.1.26,0.1.25,0.1.24,0.1.24,0.1.24,0.1.24,0.1.24,0.1.24,0.1.24,0.1.24,0.1.23,0.1.23,0.1.22,0.1.22,0.1.21,0.1.21,0.1.20,0.1.20,0.1.20,0.1.19,0.1.18,0.1.18,0.1.17,0.1.16,0.1.15,0.1.14,0.1.14,0.1.13,0.1.13,0.1.13,0.1.13,0.1.12,0.1.12,0.1.11,0.1.11,0.1.11,0.1.11,0.1.11,0.1.10,0.1.10,0.1.10,0.1.10,0.1.10,0.1.10,0.1.10,0.1.9,0.1.9,0.1.8,0.1.7,0.1.7,0.1.7,0.1.6,0.1.6,0.1.6,0.1.5,0.1.4,0.1.4,0.1.3,0.1.2,0.1.1,0.1.1,0.1.1,0.1.0,0.1.0,0.1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@backstage/plugin-search-backend-module-pg,0.5.57,0.5.56,0.5.56,0.5.55,0.5.55,0.5.55,0.5.54,0.5.54,0.5.54,0.5.54,0.5.54,0.5.53,0.5.53,0.5.53,0.5.53,0.5.53,0.5.53,0.5.52,0.5.52,0.5.52,0.5.52,0.5.52,0.5.52,0.5.52,0.5.51,0.5.51,0.5.51,0.5.51,0.5.51,0.5.51,0.5.51,0.5.51,0.5.51,0.5.51,0.5.51,0.5.51,0.5.51,0.5.50,0.5.50,0.5.50,0.5.50,0.5.50,0.5.50,0.5.49,0.5.49,0.5.49,0.5.49,0.5.48,0.5.48,0.5.48,0.5.48,0.5.48,0.5.47,0.5.47,0.5.47,0.5.47,0.5.47,0.5.47,0.5.46,0.5.46,0.5.46,0.5.45,0.5.45,0.5.45,0.5.44,0.5.44,0.5.43,0.5.43,0.5.42,0.5.42,0.5.41,0.5.41,0.5.40,0.5.40,0.5.39,0.5.39,0.5.39,0.5.38,0.5.38,0.5.38,0.5.38,0.5.38,0.5.38,0.5.38,0.5.37,0.5.37,0.5.37,0.5.37,0.5.37,0.5.36,0.5.36,0.5.35,0.5.35,0.5.35,0.5.35,0.5.35,0.5.34,0.5.33,0.5.33,0.5.33,0.5.33,0.5.32,0.5.32,0.5.32,0.5.31,0.5.31,0.5.30,0.5.29,0.5.28,0.5.27,0.5.27,0.5.27,0.5.27,0.5.27,0.5.27,0.5.27,0.5.27,0.5.26,0.5.26,0.5.26,0.5.26,0.5.26,0.5.26,0.5.25,0.5.25,0.5.25,0.5.24,0.5.23,0.5.23,0.5.22,0.5.21,0.5.20,0.5.19,0.5.19,0.5.18,0.5.18,0.5.18,0.5.18,0.5.17,0.5.17,0.5.16,0.5.16,0.5.16,0.5.16,0.5.16,0.5.15,0.5.15,0.5.15,0.5.15,0.5.15,0.5.15,0.5.15,0.5.14,0.5.14,0.5.13,0.5.12,0.5.12,0.5.12,0.5.11,0.5.11,0.5.11,0.5.10,0.5.9,0.5.9,0.5.8,0.5.7,0.5.6,0.5.6,0.5.6,0.5.5,0.5.5,0.5.5,0.5.4,0.5.4,0.5.3,0.5.3,0.5.2,0.5.1,0.5.0,0.5.0,0.4.2,0.4.2,0.4.2,0.4.2,0.4.1,0.4.1,0.4.1,0.4.0,0.3.6,0.3.6,0.3.5,0.3.4,0.3.4,0.3.3,0.3.3,0.3.3,0.3.2,0.3.2,0.3.1,0.3.1,0.3.1,0.3.1
@backstage/plugin-search-backend-module-stack-overflow-collator,0.3.22,0.3.21,0.3.21,0.3.20,0.3.20,0.3.20,0.3.19,0.3.19,0.3.19,0.3.19,0.3.19,0.3.18,0.3.18,0.3.18,0.3.18,0.3.18,0.3.18,0.3.17,0.3.17,0.3.17,0.3.17,0.3.17,0.3.17,0.3.17,0.3.16,0.3.16,0.3.16,0.3.16,0.3.16,0.3.16,0.3.16,0.3.16,0.3.16,0.3.16,0.3.16,0.3.16,0.3.16,0.3.15,0.3.15,0.3.15,0.3.15,0.3.15,0.3.15,0.3.14,0.3.14,0.3.14,0.3.14,0.3.13,0.3.13,0.3.13,0.3.13,0.3.13,0.3.12,0.3.12,0.3.12,0.3.12,0.3.12,0.3.12,0.3.11,0.3.11,0.3.11,0.3.10,0.3.10,0.3.10,0.3.9,0.3.9,0.3.8,0.3.8,0.3.7,0.3.7,0.3.6,0.3.6,0.3.5,0.3.5,0.3.4,0.3.4,0.3.4,0.3.3,0.3.3,0.3.3,0.3.3,0.3.3,0.3.3,0.3.3,0.3.2,0.3.2,0.3.2,0.3.2,0.3.2,0.3.1,0.3.1,0.3.0,0.3.0,0.3.0,0.3.0,0.3.0,0.2.1,0.2.0,0.2.0,0.2.0,0.2.0,0.1.15,0.1.15,0.1.15,0.1.14,0.1.14,0.1.13,0.1.13,0.1.12,0.1.11,0.1.11,0.1.11,0.1.11,0.1.11,0.1.11,0.1.11,0.1.11,0.1.10,0.1.10,0.1.10,0.1.10,0.1.10,0.1.10,0.1.9,0.1.9,0.1.9,0.1.8,0.1.7,0.1.7,0.1.6,0.1.5,0.1.4,0.1.3,0.1.3,0.1.2,0.1.2,0.1.2,0.1.2,0.1.1,0.1.1,0.1.0,0.1.0,0.1.0,0.1.0,0.1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@backstage/plugin-search-backend-module-techdocs,0.4.16,0.4.15,0.4.15,0.4.14,0.4.14,0.4.14,0.4.13,0.4.13,0.4.13,0.4.13,0.4.13,0.4.12,0.4.12,0.4.12,0.4.12,0.4.12,0.4.12,0.4.11,0.4.11,0.4.11,0.4.11,0.4.11,0.4.11,0.4.11,0.4.10,0.4.10,0.4.10,0.4.10,0.4.10,0.4.9,0.4.9,0.4.9,0.4.9,0.4.9,0.4.9,0.4.9,0.4.9,0.4.8,0.4.8,0.4.8,0.4.8,0.4.8,0.4.8,0.4.7,0.4.7,0.4.7,0.4.7,0.4.6,0.4.6,0.4.6,0.4.6,0.4.6,0.4.5,0.4.5,0.4.5,0.4.5,0.4.5,0.4.5,0.4.4,0.4.4,0.4.4,0.4.3,0.4.3,0.4.3,0.4.2,0.4.2,0.4.1,0.4.1,0.4.0,0.4.0,0.3.6,0.3.6,0.3.5,0.3.5,0.3.4,0.3.4,0.3.4,0.3.3,0.3.3,0.3.3,0.3.3,0.3.2,0.3.2,0.3.2,0.3.1,0.3.1,0.3.1,0.3.1,0.3.1,0.3.0,0.3.0,0.2.2,0.2.2,0.2.2,0.2.2,0.2.2,0.2.1,0.2.0,0.2.0,0.2.0,0.2.0,0.1.27,0.1.27,0.1.27,0.1.26,0.1.26,0.1.25,0.1.25,0.1.24,0.1.23,0.1.23,0.1.23,0.1.23,0.1.23,0.1.23,0.1.23,0.1.23,0.1.22,0.1.22,0.1.22,0.1.22,0.1.22,0.1.22,0.1.21,0.1.21,0.1.21,0.1.20,0.1.19,0.1.18,0.1.17,0.1.16,0.1.15,0.1.14,0.1.14,0.1.13,0.1.13,0.1.13,0.1.13,0.1.12,0.1.12,0.1.11,0.1.11,0.1.11,0.1.11,0.1.11,0.1.10,0.1.10,0.1.10,0.1.10,0.1.10,0.1.10,0.1.10,0.1.9,0.1.9,0.1.8,0.1.7,0.1.7,0.1.7,0.1.6,0.1.6,0.1.6,0.1.5,0.1.4,0.1.4,0.1.3,0.1.2,0.1.1,0.1.1,0.1.1,0.1.0,0.1.0,0.1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@backstage/plugin-search-backend-node,1.4.6,1.4.5,1.4.5,1.4.4,1.4.4,1.4.4,1.4.3,1.4.3,1.4.3,1.4.3,1.4.3,1.4.2,1.4.2,1.4.2,1.4.2,1.4.2,1.4.2,1.4.1,1.4.1,1.4.1,1.4.1,1.4.1,1.4.1,1.4.1,1.4.0,1.4.0,1.4.0,1.4.0,1.4.0,1.4.0,1.4.0,1.4.0,1.4.0,1.4.0,1.4.0,1.4.0,1.4.0,1.3.17,1.3.17,1.3.17,1.3.17,1.3.17,1.3.17,1.3.16,1.3.16,1.3.16,1.3.16,1.3.15,1.3.15,1.3.15,1.3.15,1.3.15,1.3.14,1.3.14,1.3.14,1.3.14,1.3.14,1.3.14,1.3.13,1.3.13,1.3.13,1.3.12,1.3.12,1.3.12,1.3.11,1.3.11,1.3.10,1.3.10,1.3.9,1.3.9,1.3.8,1.3.8,1.3.7,1.3.7,1.3.6,1.3.6,1.3.6,1.3.5,1.3.5,1.3.5,1.3.5,1.3.5,1.3.5,1.3.5,1.3.4,1.3.4,1.3.4,1.3.4,1.3.4,1.3.3,1.3.3,1.3.2,1.3.2,1.3.2,1.3.2,1.3.2,1.3.1,1.3.0,1.3.0,1.3.0,1.3.0,1.2.27,1.2.27,1.2.27,1.2.26,1.2.26,1.2.25,1.2.25,1.2.24,1.2.23,1.2.23,1.2.23,1.2.23,1.2.23,1.2.23,1.2.22,1.2.22,1.2.21,1.2.21,1.2.21,1.2.21,1.2.21,1.2.21,1.2.20,1.2.20,1.2.20,1.2.19,1.2.18,1.2.18,1.2.17,1.2.16,1.2.15,1.2.14,1.2.14,1.2.13,1.2.13,1.2.13,1.2.13,1.2.12,1.2.12,1.2.11,1.2.11,1.2.11,1.2.11,1.2.11,1.2.10,1.2.10,1.2.10,1.2.10,1.2.10,1.2.10,1.2.10,1.2.9,1.2.9,1.2.8,1.2.7,1.2.7,1.2.7,1.2.6,1.2.6,1.2.6,1.2.5,1.2.4,1.2.4,1.2.3,1.2.2,1.2.1,1.2.1,1.2.1,1.2.0,1.2.0,1.2.0,1.1.4,1.1.4,1.1.3,1.1.3,1.1.2,1.1.1,1.1.0,1.1.0,1.0.4,1.0.4,1.0.4,1.0.4,1.0.3,1.0.3,1.0.3,1.0.2,1.0.1,1.0.1,1.0.0,0.6.2,0.6.2,0.6.1,0.6.1,0.6.1,0.6.0,0.6.0,0.5.2,0.5.2,0.5.2,0.5.2
@backstage/plugin-search-common,1.2.24,1.2.24,1.2.24,1.2.24,1.2.24,1.2.24,1.2.23,1.2.23,1.2.23,1.2.23,1.2.23,1.2.22,1.2.22,1.2.22,1.2.22,1.2.22,1.2.22,1.2.22,1.2.22,1.2.22,1.2.22,1.2.22,1.2.22,1.2.22,1.2.21,1.2.21,1.2.21,1.2.21,1.2.21,1.2.21,1.2.21,1.2.21,1.2.21,1.2.21,1.2.21,1.2.21,1.2.21,1.2.21,1.2.21,1.2.21,1.2.21,1.2.21,1.2.21,1.2.20,1.2.20,1.2.20,1.2.20,1.2.19,1.2.19,1.2.19,1.2.19,1.2.19,1.2.19,1.2.19,1.2.19,1.2.19,1.2.19,1.2.19,1.2.19,1.2.19,1.2.19,1.2.18,1.2.18,1.2.18,1.2.18,1.2.18,1.2.17,1.2.17,1.2.17,1.2.17,1.2.17,1.2.17,1.2.17,1.2.17,1.2.16,1.2.16,1.2.16,1.2.15,1.2.15,1.2.15,1.2.15,1.2.15,1.2.15,1.2.15,1.2.14,1.2.14,1.2.14,1.2.14,1.2.14,1.2.14,1.2.14,1.2.14,1.2.14,1.2.14,1.2.14,1.2.14,1.2.14,1.2.14,1.2.14,1.2.14,1.2.14,1.2.13,1.2.13,1.2.13,1.2.12,1.2.12,1.2.12,1.2.12,1.2.12,1.2.11,1.2.11,1.2.11,1.2.11,1.2.11,1.2.11,1.2.11,1.2.11,1.2.11,1.2.11,1.2.11,1.2.11,1.2.11,1.2.11,1.2.11,1.2.11,1.2.11,1.2.11,1.2.11,1.2.11,1.2.10,1.2.10,1.2.10,1.2.10,1.2.10,1.2.10,1.2.10,1.2.10,1.2.10,1.2.9,1.2.9,1.2.8,1.2.8,1.2.8,1.2.8,1.2.8,1.2.7,1.2.7,1.2.7,1.2.7,1.2.7,1.2.7,1.2.7,1.2.6,1.2.6,1.2.6,1.2.6,1.2.6,1.2.6,1.2.5,1.2.5,1.2.5,1.2.5,1.2.5,1.2.5,1.2.5,1.2.4,1.2.3,1.2.3,1.2.3,1.2.3,1.2.3,1.2.3,1.2.2,1.2.2,1.2.1,1.2.1,1.2.1,1.2.1,1.2.0,1.2.0,1.1.1,1.1.1,1.1.1,1.1.1,1.1.0,1.1.0,1.1.0,1.0.1,1.0.0,1.0.0,1.0.0,0.3.5,0.3.5,0.3.4,0.3.4,0.3.4,0.3.3,0.3.3,0.3.2,0.3.2,0.3.2,0.3.2
@backstage/plugin-search-react,1.11.6,1.11.5,1.11.5,1.11.4,1.11.4,1.11.4,1.11.3,1.11.3,1.11.3,1.11.2,1.11.1,1.11.0,1.11.0,1.11.0,1.11.0,1.11.0,1.11.0,1.10.4,1.10.4,1.10.4,1.10.4,1.10.4,1.10.3,1.10.3,1.10.2,1.10.2,1.10.2,1.10.2,1.10.2,1.10.1,1.10.1,1.10.1,1.10.1,1.10.1,1.10.1,1.10.1,1.10.1,1.10.0,1.10.0,1.10.0,1.10.0,1.10.0,1.10.0,1.9.5,1.9.5,1.9.5,1.9.5,1.9.4,1.9.4,1.9.4,1.9.4,1.9.4,1.9.3,1.9.3,1.9.3,1.9.3,1.9.3,1.9.3,1.9.2,1.9.2,1.9.2,1.9.1,1.9.1,1.9.1,1.9.0,1.9.0,1.8.8,1.8.8,1.8.7,1.8.7,1.8.6,1.8.6,1.8.5,1.8.5,1.8.4,1.8.4,1.8.4,1.8.3,1.8.3,1.8.3,1.8.3,1.8.2,1.8.2,1.8.2,1.8.1,1.8.1,1.8.1,1.8.1,1.8.1,1.8.1,1.8.1,1.8.0,1.8.0,1.8.0,1.8.0,1.8.0,1.7.14,1.7.14,1.7.14,1.7.14,1.7.14,1.7.13,1.7.13,1.7.13,1.7.12,1.7.12,1.7.12,1.7.12,1.7.12,1.7.11,1.7.11,1.7.11,1.7.11,1.7.11,1.7.11,1.7.11,1.7.11,1.7.10,1.7.10,1.7.10,1.7.10,1.7.10,1.7.10,1.7.9,1.7.9,1.7.9,1.7.8,1.7.7,1.7.7,1.7.6,1.7.6,1.7.6,1.7.6,1.7.6,1.7.5,1.7.5,1.7.5,1.7.5,1.7.4,1.7.4,1.7.3,1.7.3,1.7.3,1.7.3,1.7.2,1.7.1,1.7.1,1.7.1,1.7.1,1.7.1,1.7.1,1.7.1,1.7.0,1.7.0,1.7.0,1.7.0,1.7.0,1.7.0,1.6.4,1.6.4,1.6.4,1.6.4,1.6.4,1.6.4,1.6.3,1.6.2,1.6.1,1.6.0,1.6.0,1.5.2,1.5.2,1.5.2,1.5.1,1.5.1,1.5.0,1.5.0,1.4.0,1.4.0,1.3.1,1.3.0,1.2.1,1.2.1,1.2.1,1.2.1,1.2.0,1.2.0,1.2.0,1.1.0,1.0.1,1.0.1,1.0.0,0.2.1,0.2.1,0.2.0,0.2.0,0.2.0,0.1.0,0.1.0,,,,
@backstage/plugin-sentry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5.20,0.5.20,0.5.20,0.5.20,0.5.19,0.5.19,0.5.18,0.5.18,0.5.18,0.5.17,0.5.16,0.5.16,0.5.15,0.5.15,0.5.15,0.5.15,0.5.15,0.5.14,0.5.14,0.5.14,0.5.14,0.5.13,0.5.13,0.5.12,0.5.12,0.5.11,0.5.11,0.5.11,0.5.10,0.5.10,0.5.10,0.5.10,0.5.10,0.5.10,0.5.10,0.5.9,0.5.9,0.5.9,0.5.9,0.5.9,0.5.9,0.5.8,0.5.8,0.5.8,0.5.7,0.5.6,0.5.6,0.5.5,0.5.4,0.5.3,0.5.3,0.5.3,0.5.2,0.5.2,0.5.2,0.5.1,0.5.1,0.5.0,0.5.0,0.4.7,0.4.7,0.4.6,0.4.5,0.4.4,0.4.4,0.4.4,0.4.4,0.4.3,0.4.3,0.4.3,0.4.2,0.4.1,0.4.1,0.4.0,0.3.44,0.3.44,0.3.43,0.3.43,0.3.43,0.3.42,0.3.42,0.3.41,0.3.41,0.3.41,0.3.41
